birdid,bird,latin,flags,sighting_time,bird_type,order,family,In Sibley,Remove,Family Rank
26,Masked Duck,Nomonyx dominica,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
27,Ruddy Duck,Oxyura jamaicensis,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
28,Mute Swan,Cygnus olor,Introduced species,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
x,Barnacle Goose,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
29,Trumpeter Swan,Cygnus buccinator,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
x,Cackling Goose,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,Whooping Swan,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
30,Tundra Swan,Cygnus columbianus,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
31,Pink-footed Goose,Anser brachyrhynchus,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
x,Graylag Goose,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,Taiga Bean-Goose,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
32,Greater White-fronted Goose,Anser albifrons,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
33,Snow Goose,Anser caerulescens,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
x,Brant,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
34,Ross's Goose,Anser rossii,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
35,Emperor Goose,Anser canagica,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
36,Hawaiian Goose,Branta sandvicensis,Introduced species,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,0,1,1
37,Canada Goose,Branta canadensis,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
38,Tundra Bean-Goose,Branta hutchinsii,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
39,Egyptian Goose,Alopochen aegyptiacus,Introduced species,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,0,1,1
40,Wood Duck,Aix sponsa,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
41,Mandarin Duck,Aix galericulata,Introduced species,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,0,1,1
42,Gadwall,Anas strepera,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
43,Eurasian Wigeon,Anas penelope,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
44,American Wigeon,Anas americana,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
45,American Black Duck,Anas rubripes,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
46,Mottled Duck,Anas fulvigula,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
47,Mallard,Anas platyrhynchos,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
48,Blue-winged Teal,Anas discors,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
49,Cinnamon Teal,Anas cyanoptera,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
50,Northern Shoveler,Anas clypeata,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
51,Northern Pintail,Anas acuta,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
52,Common Teal,Anas crecca,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,0,1,1
53,Canvasback,Aythya valisineria,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
54,Redhead,Aythya americana,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
55,Ring-necked Duck,Aythya collaris,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
56,Tufted Duck,Aythya fuligula,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
57,Greater Scaup,Aythya marila,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
58,Lesser Scaup,Aythya affinis,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
59,Common Eider,Somateria mollissima,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
60,King Eider,Somateria spectabilis,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
61,Harlequin Duck,Histrionicus histrionicus,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
62,Long-tailed Duck,Clangula hyemalis,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
63,Black Scoter,Melanitta nigra,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
64,Surf Scoter,Melanitta perspicillata,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
65,White-winged Scoter,Melanitta fusca,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
66,Common Goldeneye,Bucephala clangula,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
67,Barrow's Goldeneye,Bucephala islandica,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
68,Bufflehead,Bucephala albeola,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
69,Hooded Merganser,Lophodytes cucullatus,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
70,Red-breasted Merganser,Mergus serrator,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
71,Common Merganser,Mergus merganser,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
25,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
24,Fulvous Whistling-Duck,Dendrocygna bicolor,,,"Ducks, Geese, & Swans",ANSERIFORMES,ÊAnatidae,1,0,1
x,Muscovy Duck,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,Falcated Duck,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,Green-winged Teal,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,White-cheeked Pintail,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,Garganey,,,,,ANSERIFORMES,ÊAnatidae,1,0,1
x,Baikal Teal,,,,,ANSERIFORMES, Anatidae,1,0,1
x,Common Pochard,,,,,ANSERIFORMES, Anatidae,1,0,1
x,Steller's Eider,,,,,ANSERIFORMES, Anatidae,1,0,1
x,Spectacled Eider,,,,,ANSERIFORMES, Anatidae,1,0,1
x,Smew,,,,,ANSERIFORMES, Anatidae,1,0,1
1,Plain Chachalaca,Ortalis vetula,,,,CRACIFORMES,ÊCracidae,1,0,2
17,Mountain Quail,Oreortyx pictus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,1,0,3
18,Scaled Quail,Callipepla squamata,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,1,,3
19,Elegant Quail,Callipepla douglasii,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,0,1,3
20,California Quail,Callipepla californica,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,1,0,3
21,Gambel's Quail,Callipepla gambelii,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,1,0,3
22,Northern Bobwhite,Colinus virginianus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,1,0,3
23,Montezuma Quail,Cyrtonyx montezumae,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊOdontophoridae,1,0,3
2,Himalayan Snowcock,Tetraogallus himalayensis,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
3,Chukar,Alectoris chukar,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
4,Grey Partridge,Perdix perdix,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
5,Common Pheasant,Phasianus colchicus,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,0,1,4
x,Ring-necked Pheasant,,,,,GALLIFORMES,ÊPhasianidae,1,0,4
6,Indian Peafowl,Pavo cristatus,Introduced species,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
7,Spruce Grouse,Falcipennis canadensis,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
8,Blue Grouse,Dendragapus obscurus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,0,1,4
9,Rock Ptarmigan,Lagopus mutus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
x,Sooty Grouse,,,,,GALLIFORMES, Phasianidae,1,0,4
x,Willow Ptarmigan,,,,,GALLIFORMES, Phasianidae,1,0,4
x,Dusky Grouse,,,,,GALLIFORMES, Phasianidae,1,0,4
10,White-tailed Ptarmigan,Lagopus leucurus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
11,Ruffed Grouse,Bonasa umbellus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
x,Gunnison Sage-Grouse,,,,,GALLIFORMES, Phasianidae,1,0,4
12,Greater Sage-Grouse,Centrocercus urophasianus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
13,Sharp-tailed Grouse,Tympanuchus phasianellus,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
14,Greater Prairie-chicken,Tympanuchus cupido,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
15,Lesser Prairie-chicken,Tympanuchus pallidicinctus,Endemic,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
16,Wild Turkey,Meleagris gallopavo,,,"Pheasants, Quails, & Turkeys",GALLIFORMES,ÊPhasianidae,1,0,4
391,Red-throated Loon,Gavia stellata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊGaviidae,1,0,5
392,Arctic Loon,Gavia arctica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊGaviidae,1,0,5
393,Pacific Loon,Gavia pacifica,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊGaviidae,1,0,5
394,Common Loon,Gavia immer,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊGaviidae,1,0,5
395,Yellow-billed Loon,Gavia adamsii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊGaviidae,1,0,5
344,Least Grebe,Tachybaptus dominicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,1,0,6
345,Pied-billed Grebe,Podilymbus podiceps,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,1,0,6
346,Red-necked Grebe,Podiceps grisegena,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,1,0,6
x,Eared Grebe,,,,,CICONIIFORMES,ÊPodicipedidae,1,0,6
347,Horned Grebe,Podiceps auritus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,1,0,6
348,Black-necked Grebe,Podiceps nigricollis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,0,1,6
349,Western Grebe,Aechmophorus occidentalis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,1,0,6
350,Clark's Grebe,Aechmophorus clarkii,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPodicipedidae,1,0,6
377,American Flamingo,Phoenicopterus ruber,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhoenicopteridae,1,0,7
411,Black-footed Albatross,Diomedea nigripes,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Diomedeidae,1,0,8
412,Laysan Albatross,Diomedea immutabilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Diomedeidae,1,0,8
x,Yellow-nosed Albatross,,,,,CICONIIFORMES, Diomedeidae,1,0,8
x,Shy Albatross,,,,,CICONIIFORMES, Diomedeidae,1,0,8
x,Black-browed Albatross,,,,,CICONIIFORMES, Diomedeidae,1,0,8
x,Short-tailed Albatross,,,,,CICONIIFORMES, Diomedeidae,1,0,8
396,Northern Fulmar,Fulmarus glacialis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
397,Great-winged Petrel,Pterodroma macroptera,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
398,Fea's Petrel,Pterodroma feae,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
399,Black-capped Petrel,Pterodroma hasitata,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
400,Cory's Shearwater,Calonectris diomedea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
401,Wedge-tailed Shearwater,Puffinus pacificus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
402,Buller's Shearwater,Puffinus bulleri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
403,Flesh-footed Shearwater,Puffinus carneipes,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
404,Pink-footed Shearwater,Puffinus creatopus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
405,Great Shearwater,Puffinus gravis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
406,Sooty Shearwater,Puffinus griseus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
407,Short-tailed Shearwater,Puffinus tenuirostris,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
408,Manx Shearwater,Puffinus puffinus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
409,Black-vented Shearwater,Puffinus opisthomelas,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
410,Audubon's Shearwater,Puffinus lherminieri,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊProcellariidae,1,0,9
x,Herald Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Murphy's Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Mottled Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Bermuda Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Hawaiian Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Cook's Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Bulwer's Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,White-chinned Petrel,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Streaked Shearwater,,,,,CICONIIFORMES, Procellariidae,1,0,9
x,Barolo Shearwater,,,,,CICONIIFORMES, Procellariidae,1,0,9
414,Wilson's Storm-Petrel,Oceanites oceanicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
415,White-faced Storm-Petrel,Pelagodroma marina,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
416,Least Storm-Petrel,Oceanodroma microsoma,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
417,Band-rumped Storm-Petrel,Oceanodroma castro,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
418,Leach's Storm-Petrel,Oceanodroma leucorhoa,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
419,Black Storm-Petrel,Oceanodroma melania,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
420,Ashy Storm-Petrel,Oceanodroma homochroa,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
421,Fork-tailed Storm-Petrel,Oceanodroma furcata,,,"Wading Birds, Herons & Storks",CICONIIFORMES, Hydrobatidae,1,0,10
x,European Storm-Petrel,,,,,CICONIIFORMES, Hydrobatidae,1,0,10
x,Black-bellied Storm-Petrel,,,,,CICONIIFORMES, Hydrobatidae,1,0,10
x,Swinhoe's Storm-Petrel,,,,,CICONIIFORMES, Hydrobatidae,1,0,10
x,Wedge-rumped Storm-Petrel,,,,,CICONIIFORMES, Hydrobatidae,1,0,10
351,Red-billed Tropicbird,Phaethon aethereus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhaethontidae,1,0,11
352,White-tailed Tropicbird,Phaethon lepturus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhaethontidae,1,0,11
x,Red-tailed Tropicbird,,,,,CICONIIFORMES, Phaethontidae,1,0,11
x,Jabiru,,,,,CICONIIFORMES, Ciconiidae,1,0,12
389,Wood Stork,Mycteria americana,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊCiconiidae,1,0,12
390,Magnificent Frigatebird,Fregata magnificens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊFregatidae,1,0,13
x,Great Frigatebird,,,,,CICONIIFORMES, Fredatidae,1,0,13
x,Lesser Frigatebird,,,,,CICONIIFORMES, Fredatidae,1,0,13
353,Northern Gannet,Morus bassanus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊSulidae,1,0,14
354,Masked Booby,Sula dactylatra,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊSulidae,1,0,14
355,Red-footed Booby,Sula sula,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊSulidae,1,0,14
356,Brown Booby,Sula leucogaster,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊSulidae,1,0,14
x,Blue-footed Booby,,,,,CICONIIFORMES, Sulidae,1,0,14
359,Brandt's Cormorant,Phalacrocorax penicillatus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhalacrocoracidae,1,0,15
360,Neotropic Cormorant,Phalacrocorax brasilianus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhalacrocoracidae,1,0,15
361,Double-crested Cormorant,Phalacrocorax auritus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhalacrocoracidae,1,0,15
362,Great Cormorant,Phalacrocorax carbo,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhalacrocoracidae,1,0,15
363,Pelagic Cormorant,Phalacrocorax pelagicus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPhalacrocoracidae,1,0,15
x,Red-faced Cormorant,,,,,CICONIIFORMES, Phalacrocoracidae,1,0,15
357,Anhinga,Anhinga anhinga,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊAnhingidae,1,0,16
384,American White Pelican,Pelecanus erythrorhynchos,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPelecanidae,1,0,17
385,Brown Pelican,Pelecanus occidentalis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊPelecanidae,1,0,17
364,Least Bittern,Ixobrychus exilis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
365,American Bittern,Botaurus lentiginosus,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
366,Yellow-crowned Night-Heron,Nyctanassa violacea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
367,Black-crowned Night-Heron,Nycticorax nycticorax,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
368,Reddish Egret,Egretta rufescens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
369,Tricolored Heron,Egretta tricolor,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
370,Little Blue Heron,Egretta caerulea,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
371,Little Egret,Egretta garzetta,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
372,Snowy Egret,Egretta thula,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
373,Great Blue Heron,Ardea herodias,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
374,Great Egret,Ardea alba,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
375,Cattle Egret,Bubulcus ibis,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
376,Green Heron,Butorides virescens,,,"Wading Birds, Herons & Storks",CICONIIFORMES,ÊArdeidae,1,0,18
x,Gray Heron,,,,,CICONIIFORMES, Ardeidae,1,0,18
x,Western Reef-Heron,,,,,CICONIIFORMES, Ardeidae,1,0,18
72,Lewis's Woodpecker,Melanerpes lewis,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
73,Red-headed Woodpecker,Melanerpes erythrocephalus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
74,Acorn Woodpecker,Melanerpes formicivorus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
75,Gila Woodpecker,Melanerpes uropygialis,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
76,Red-bellied Woodpecker,Melanerpes carolinus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
77,Golden-fronted Woodpecker,Melanerpes aurifrons,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
78,Yellow-bellied Sapsucker,Sphyrapicus varius,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
79,Red-naped Sapsucker,Sphyrapicus nuchalis,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
80,Red-breasted Sapsucker,Sphyrapicus ruber,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
81,Williamson's Sapsucker,Sphyrapicus thyroideus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
82,Nuttall's Woodpecker,Picoides nuttallii,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
83,Ladder-backed Woodpecker,Picoides scalaris,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
84,Downy Woodpecker,Picoides pubescens,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
85,Red-cockaded Woodpecker,Picoides borealis,Endemic,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
86,Strickland's Woodpecker,Picoides stricklandi,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
87,Hairy Woodpecker,Picoides villosus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
88,White-headed Woodpecker,Picoides albolarvatus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
89,American Three-toed Woodpecker,Picoides dorsalis,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
90,Black-backed Woodpecker,Picoides arcticus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
91,Northern Flicker,Colaptes auratus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
92,Gilded Flicker,Colaptes chrysoides,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
93,Pileated Woodpecker,Dryocopus pileatus,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
94,Ivory-billed Woodpecker,Campephilus principalis,,,Woodpeckers & Relatives,PICIFORMES,ÊPicidae,,,
95,Elegant Trogon,Trogon elegans,,,Trogons & Quetzals,TROGONIFORMES,ÊTrogonidae,,,
96,CORACIIFORMES: Cerylidae,,,,,,,,,
97,Belted Kingfisher,Megaceryle alcyon,,,"Kingfishers, Rollers, & Bee-eaters",CORACIIFORMES,ÊCerylidae,,,
98,Ringed Kingfisher,Megaceryle torquata,,,"Kingfishers, Rollers, & Bee-eaters",CORACIIFORMES,ÊCerylidae,,,
99,Green Kingfisher,Chloroceryle americana,,,"Kingfishers, Rollers, & Bee-eaters",CORACIIFORMES,ÊCerylidae,,,
100,Black-billed Cuckoo,Coccyzus erythropthalmus,,,"Cuckoos, Roadrunners, & Relatives",CUCULIFORMES,ÊCoccyzidae,,,
101,Yellow-billed Cuckoo,Coccyzus americanus,,,"Cuckoos, Roadrunners, & Relatives",CUCULIFORMES,ÊCoccyzidae,,,
102,Mangrove Cuckoo,Coccyzus minor,,,"Cuckoos, Roadrunners, & Relatives",CUCULIFORMES,ÊCoccyzidae,,,
103,Smooth-billed Ani,Crotophaga ani,,,"Cuckoos, Roadrunners, & Relatives",CUCULIFORMES,ÊCrotophagidae,,,
104,Groove-billed Ani,Crotophaga sulcirostris,,,"Cuckoos, Roadrunners, & Relatives",CUCULIFORMES,ÊCrotophagidae,,,
105,Greater Roadrunner,Geococcyx californianus,,,"Cuckoos, Roadrunners, & Relatives",CUCULIFORMES,ÊNeomorphidae,,,
106,Budgerigar,Melopsittacus undulatus,Extirpated,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
107,Rosy-faced Lovebird,Agapornis roseicollis,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
108,Rose-ringed Parakeet,Psittacula krameri,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
109,Mitred Parakeet,Aratinga mitrata,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
110,Red-masked Parakeet,Aratinga erythrogenys,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
111,Nanday Parakeet,Nandayus nenday,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
112,Monk Parakeet,Myiopsitta monachus,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
113,Canary-winged Parakeet,Brotogeris versicolurus,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
114,Yellow-chevroned Parakeet,Brotogeris chiriri,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
115,Red-crowned Parrot,Amazona viridigenalis,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
116,Lilac-crowned Parrot,Amazona finschi,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
117,Red-lored Parrot,Amazona autumnalis,Introduced species,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
118,Yellow-headed Parrot,Amazona oratrix,Extirpated,,Parrots,PSITTACIFORMES,ÊPsittacidae,,,
119,Black Swift,Cypseloides niger,,,"Hummingbirds, Swifts, & Tree Swallows",APODIFORMES,ÊApodidae,,,
120,Chimney Swift,Chaetura pelagica,,,"Hummingbirds, Swifts, & Tree Swallows",APODIFORMES,ÊApodidae,,,
121,Vaux's Swift,Chaetura vauxi,,,"Hummingbirds, Swifts, & Tree Swallows",APODIFORMES,ÊApodidae,,,
122,White-throated Swift,Aeronautes saxatalis,,,"Hummingbirds, Swifts, & Tree Swallows",APODIFORMES,ÊApodidae,,,
